temperature,ph,color_score,quality
80.41,5.86,5.86,average
85.64,5.69,3.33,average
82.2,5.15,1.44,bad
84.43,4.91,1.89,bad
86.33,5.84,6.8,good
85.88,5.07,3.86,average
89.46,5.46,7.26,excellent
81.94,5.56,7.21,excellent
93.49,6.02,4.3,good
86.09,5.23,8.52,excellent
80.72,5.31,4.11,average
87.46,5.51,5.73,excellent
77.43,5.53,4.77,average
85.84,6.23,8.68,good
89.43,5.89,1.2,bad
83.59,5.98,4.18,average
79.91,5.94,1.71,bad
80.23,6.1,8.36,average
87.16,6.36,2.43,bad
94.16,5.78,5.62,excellent
82.67,5.5,4.04,good
83.36,5.09,5.93,average
82.58,5.13,8.58,good
79.48,5.35,3.35,average
90.36,6.24,2.33,bad
75.24,5.66,2.5,bad
87.85,5.34,6.79,excellent
81.47,5.69,7.65,good
79.23,5.39,9.11,excellent
84.93,5.74,7.46,excellent
89.27,5.97,9.53,excellent
84.43,5.85,4.47,average
83.91,5.4,3.59,average
87.82,5.07,8.85,excellent
88.49,5.96,4.88,good
90.89,5.43,2.24,good
94.29,5.94,6.81,excellent
85.16,5.3,8.45,excellent
76.25,5.61,2.28,bad
83.84,5.15,1.24,bad
79.65,5.44,2.89,average
83.4,4.57,5.17,bad
88.07,4.59,1.81,bad
93.52,5.6,1.9,good
76.15,5.05,5.58,bad
90.64,5.49,3.12,good
83.73,5.1,9.27,excellent
86.13,5.11,3.64,average
88.32,5.04,8.55,excellent
84.66,5.92,4.59,average
86.22,4.5,9.05,average
87.37,5.8,9.56,excellent
85.99,5.27,1.6,average
79.98,5.26,1.33,bad
83.13,5.38,8.53,excellent
72.81,5.67,7.38,average
89.19,6.84,8.34,average
79.9,5.46,2.64,average
82.05,6.14,1.2,bad
73.9,6.55,7.76,bad
87.28,5.94,9.21,excellent
84.29,6.37,3.54,bad
81.06,5.24,9.29,excellent
93.88,5.58,1.12,good
73.67,6.06,7.23,bad
80.05,5.27,1.2,bad
83.37,5.98,9.43,excellent
75.85,5.37,6.43,average
83.83,4.46,6.97,bad
83.39,4.58,4.07,bad
89.4,5.31,7.94,excellent
94.36,4.75,1.81,bad
88.58,6.13,8.58,excellent
88.59,5.48,2.33,good
85.05,5.42,5.19,good
77.51,5.23,6.41,average
87.71,5.49,2.54,good
83.43,5.22,3.69,average
83.56,5.3,7.06,good
89.56,5.23,5.25,good
87.25,5.63,2.28,average
83.72,4.96,3.77,bad
81.44,5.24,6.42,good
88.44,4.96,5.03,average
76.12,5.16,9.3,good
84.74,5.23,1.14,bad
80.49,5.15,7.76,good
88.16,5.63,9.0,excellent
93.19,5.51,3.86,excellent
86.66,5.74,5.34,good
81.57,4.83,2.87,bad
84.61,5.53,7.33,excellent
80.0,5.19,8.23,good
86.3,5.61,4.51,good
97.87,5.07,4.35,excellent
77.32,5.0,6.55,average
73.91,4.86,5.27,bad
75.98,5.54,1.73,bad
82.25,5.55,1.93,average
89.93,4.39,3.1,bad
88.04,5.55,7.15,excellent
82.29,5.83,1.71,bad
80.07,5.68,6.29,good
89.1,4.91,4.74,average
79.39,5.09,4.22,bad
88.23,5.13,7.84,excellent
90.24,5.9,7.45,excellent
74.84,5.64,2.61,bad
89.39,5.41,5.53,excellent
84.79,6.2,7.17,average
82.58,6.11,2.93,bad
87.67,5.65,5.39,good
84.64,5.75,3.32,average
96.27,5.28,1.45,good
87.58,6.11,1.03,bad
75.96,5.12,7.57,average
84.82,5.99,8.36,good
76.55,5.48,5.49,average
82.0,5.78,7.36,good
93.36,5.17,5.65,excellent
86.02,4.49,6.76,average
87.25,5.95,2.39,bad
84.16,4.91,7.26,good
83.0,5.26,6.79,good
82.77,4.52,5.47,bad
79.4,5.92,5.37,average
84.19,5.16,9.49,excellent
85.1,5.81,3.8,average
82.98,5.72,6.83,good
79.33,5.47,6.25,good
84.22,4.79,1.86,bad
89.63,5.88,6.46,excellent
88.85,5.39,2.85,good
88.34,5.74,8.33,excellent
80.94,6.14,2.87,bad
79.04,5.56,7.95,excellent
86.18,5.72,7.07,excellent
83.42,4.54,1.82,bad
93.63,6.12,2.68,average
88.78,5.18,7.15,excellent
86.49,5.55,1.91,average
78.38,6.17,4.34,bad
79.02,4.98,7.76,average
79.04,5.86,6.19,average
88.8,5.58,2.96,good
85.98,5.13,8.66,excellent
78.67,5.9,2.28,bad
85.1,5.71,1.45,bad
81.45,6.29,7.76,average
87.78,5.18,6.56,good
79.16,4.76,1.19,bad
85.68,6.01,7.54,good
83.07,5.56,9.01,excellent
92.05,5.48,3.55,excellent
94.86,5.68,6.01,excellent
83.98,5.52,1.01,average
81.86,5.74,5.73,good
95.97,4.93,7.12,excellent
85.68,5.63,8.69,excellent
87.47,5.31,7.78,excellent
86.71,5.68,9.28,excellent
80.51,5.63,6.87,good
81.75,6.15,7.84,average
71.48,5.82,3.1,bad
88.9,5.07,2.25,average
82.96,6.0,5.07,average
78.33,5.33,9.43,excellent
74.32,6.0,7.49,average
72.34,5.55,8.21,good
92.97,4.86,6.43,good
83.47,6.29,9.2,good
92.71,6.13,6.27,good
89.88,5.04,2.97,average
83.88,5.19,7.65,good
83.15,5.38,1.23,bad
82.04,6.0,7.29,good
82.34,5.59,8.78,excellent
87.78,4.46,3.87,bad
88.99,4.7,5.88,average
88.89,4.74,6.61,average
82.54,5.72,9.3,excellent
89.74,6.11,6.08,good
89.84,4.93,8.54,excellent
90.2,6.36,9.34,good
77.67,5.4,8.41,good
88.19,5.34,8.74,excellent
86.28,5.33,2.53,average
83.18,5.13,9.98,excellent
79.25,5.42,9.19,excellent
82.85,4.79,6.55,average
88.8,5.73,2.84,average
88.23,5.94,7.78,excellent
78.79,4.83,6.63,bad
81.75,5.63,2.98,average
88.42,5.81,2.31,average
90.29,5.36,3.67,good
85.17,5.37,3.61,average
82.19,6.14,7.88,average
93.56,5.36,4.44,excellent
90.75,5.51,7.84,excellent
86.76,6.01,4.79,average
83.16,5.22,8.69,excellent
79.62,5.53,7.47,excellent
88.61,5.08,3.31,average
85.04,5.86,7.6,good
85.0,4.82,6.79,average
78.32,5.46,7.69,good
77.88,5.53,4.77,average
84.73,6.17,7.99,good
91.39,5.51,5.02,excellent
87.22,5.17,5.3,good
81.34,6.24,2.13,bad
83.65,5.66,9.95,excellent
85.16,5.43,5.29,good
90.63,6.06,2.74,average
83.39,5.34,7.47,excellent
81.19,5.46,3.21,average
84.42,5.41,9.35,excellent
80.92,5.41,8.16,excellent
85.39,5.23,5.09,good
81.0,5.55,9.68,excellent
92.95,5.27,5.91,excellent
82.77,4.99,7.13,good
79.05,5.01,4.8,bad
85.41,4.61,5.47,bad
83.27,5.46,3.2,average
79.52,5.44,8.55,excellent
96.82,4.98,7.22,excellent
88.41,5.29,1.67,average
90.95,6.2,6.21,good
80.82,5.44,1.33,bad
77.86,5.41,3.07,bad
80.9,4.31,3.34,bad
71.82,5.5,5.24,average
90.39,5.39,1.87,good
84.05,5.48,2.27,average
84.51,5.97,4.9,average
83.48,5.03,8.34,good
86.39,5.19,9.45,excellent
84.39,5.91,1.66,bad
81.58,6.1,7.47,average
83.77,5.34,9.73,excellent
82.28,5.75,8.14,excellent
75.79,5.02,1.68,bad
77.16,5.64,9.14,excellent
82.78,4.86,5.21,bad
87.94,5.48,4.62,excellent
87.77,5.68,1.65,average
85.88,5.51,4.3,good
80.45,4.79,7.45,average
84.95,6.25,3.03,bad
78.89,4.71,9.81,average
96.16,4.84,9.52,excellent
84.34,5.46,1.02,average
81.99,6.08,2.38,bad
81.35,5.98,7.54,good
86.68,5.05,1.85,bad
86.72,5.16,3.98,average
79.74,5.78,3.73,bad
76.1,6.08,6.19,bad
82.92,6.9,3.35,bad
83.47,5.83,3.33,average
83.42,5.61,6.68,excellent
89.41,4.42,8.37,average
82.58,4.97,9.13,good
92.18,5.19,5.07,excellent
81.13,5.62,1.27,bad
85.01,5.77,3.38,average
79.98,5.55,3.1,average
83.03,5.73,5.44,good
77.02,5.17,5.16,average
88.45,5.64,3.32,good
85.04,5.81,1.67,bad
83.81,4.69,7.53,average
81.05,6.23,3.88,bad
90.6,5.87,9.72,excellent
90.29,6.05,9.99,excellent
80.2,5.04,8.0,good
82.23,5.08,1.99,bad
93.38,5.78,1.75,average
91.26,5.86,4.9,good
87.43,4.87,3.2,bad
82.74,6.14,6.17,average
80.73,5.43,5.14,good
78.63,6.39,4.4,bad
88.68,5.86,2.88,average
89.44,6.45,9.35,good
88.93,5.6,4.0,good
86.62,5.43,8.27,excellent
77.96,4.26,7.0,bad
79.68,6.12,6.51,average
78.65,5.64,9.54,excellent
85.95,6.02,4.29,average
78.06,5.56,2.9,bad
93.28,5.74,2.01,good
89.08,4.79,8.89,excellent
77.92,5.07,2.63,bad
87.2,5.53,8.19,excellent
82.74,5.35,1.89,bad
82.43,5.08,2.13,bad
84.06,5.44,9.08,excellent
95.72,6.2,6.11,good
85.47,5.89,6.0,good
85.13,5.84,4.24,average
87.18,5.06,8.85,excellent
80.78,5.51,5.44,good
85.88,5.06,9.68,excellent
77.41,4.84,8.67,average
82.08,5.47,5.31,good
96.52,4.71,6.58,good
82.0,5.97,1.54,bad
80.95,5.15,7.46,good
78.86,5.87,7.06,average
82.99,5.14,8.54,excellent
86.01,4.1,7.42,bad
90.92,5.36,7.16,excellent
87.36,5.88,1.17,bad
94.63,6.61,3.99,bad
87.74,5.6,5.8,excellent
90.14,4.84,1.92,bad
79.92,5.29,7.68,good
82.06,6.23,5.48,bad
84.88,6.11,3.64,bad
89.93,5.47,7.59,excellent
82.62,5.77,9.41,excellent
84.7,6.52,6.42,bad
83.06,5.22,3.5,average
80.58,6.08,8.44,good
86.99,4.9,8.86,excellent
87.31,5.97,5.19,average
80.09,6.19,4.57,bad
82.65,5.19,4.18,average
89.32,5.24,1.68,average
85.34,5.1,5.5,good
76.96,5.19,9.3,good
81.25,5.37,2.27,bad
81.85,5.92,7.74,good
90.15,5.6,5.16,excellent
88.36,6.14,3.55,average
91.37,6.07,2.23,average
80.12,5.75,8.74,excellent
75.19,5.68,7.56,good
89.69,6.44,4.48,bad
86.36,5.64,9.85,excellent
81.09,5.81,8.74,good
83.38,5.77,7.49,good
86.53,5.38,4.8,good
77.64,6.01,9.46,good
87.54,5.33,7.27,excellent
90.55,5.42,6.21,excellent
84.11,4.82,4.54,bad
79.71,5.02,3.47,bad
86.2,4.65,7.52,average
82.3,5.86,1.21,bad
90.15,4.87,3.06,average
81.17,5.2,6.25,good
78.7,5.85,4.9,average
78.57,5.79,2.37,bad
87.46,5.04,3.02,average
93.35,5.48,3.32,excellent
89.37,6.3,6.85,good
85.13,5.51,6.2,excellent
89.17,6.38,6.44,average
83.83,4.9,6.54,average
83.17,5.15,8.43,excellent
85.61,5.1,1.2,bad
91.29,5.82,1.32,average
77.26,5.62,3.05,bad
89.87,4.93,9.24,excellent
86.84,5.54,6.76,excellent
78.17,5.02,2.14,bad
85.41,5.34,8.46,excellent
75.57,4.58,1.41,bad
88.79,5.55,6.18,excellent
89.48,5.27,2.95,good
87.38,5.52,7.9,excellent
84.76,5.58,4.81,good
85.19,5.09,5.72,good
80.06,5.32,1.21,bad
78.93,5.08,1.7,bad
92.33,4.99,4.51,good
85.02,5.5,2.69,average
83.38,4.71,1.39,bad
83.08,5.48,8.66,excellent
87.52,5.65,6.51,excellent
88.91,5.46,2.36,good
80.41,5.63,4.99,average
85.39,5.24,8.02,excellent
83.58,5.23,2.28,bad
85.15,5.01,5.34,average
84.48,5.34,2.94,average
83.56,4.87,8.78,good
89.62,6.05,9.14,excellent
79.64,5.78,3.96,average
88.71,5.08,4.81,good
86.87,4.52,7.86,average
79.78,4.92,9.94,good
82.47,5.02,4.75,average
82.74,5.04,7.25,good
81.87,6.22,8.33,average
86.62,5.18,4.04,average
83.3,5.0,7.29,good
84.28,5.28,4.78,good
91.48,4.96,7.51,excellent
87.32,5.83,4.11,average
84.43,5.36,2.96,average
84.88,5.88,4.05,average
81.81,5.6,9.94,excellent
87.79,5.23,2.08,average
86.81,5.51,7.56,excellent
76.29,6.42,2.76,bad
86.01,6.21,3.69,bad
84.85,5.9,1.06,bad
86.66,5.5,8.4,excellent
88.28,5.24,9.9,excellent
93.39,5.76,8.35,excellent
84.69,5.54,7.86,excellent
87.28,5.32,5.58,good
80.87,5.38,7.19,good
84.67,5.46,2.64,average
70.5,5.4,7.8,average
88.58,6.09,9.02,excellent
90.08,5.11,3.94,good
92.6,5.64,2.22,good
84.31,5.55,8.08,excellent
78.27,4.21,8.68,bad
80.11,5.75,3.1,bad
81.86,5.17,8.65,good
86.78,5.79,8.1,excellent
85.96,5.74,1.45,bad
85.23,5.37,1.65,average
89.05,5.1,3.83,average
80.73,5.32,7.01,good
78.72,5.99,2.84,bad
80.14,4.84,2.48,bad
82.21,5.11,4.95,average
92.87,5.14,7.13,excellent
80.46,4.6,7.92,average
90.19,4.84,3.05,average
91.33,4.76,3.81,average
89.43,6.04,7.93,excellent
90.77,5.79,3.56,good
88.1,5.74,8.63,excellent
77.31,5.02,9.32,good
80.77,5.91,5.69,average
80.01,5.61,8.38,excellent
92.06,5.99,1.71,average
85.26,5.17,2.46,average
81.02,5.33,7.55,good
81.89,4.72,8.92,average
79.47,5.94,2.96,bad
99.07,5.48,9.17,excellent
84.71,5.14,3.54,average
87.0,6.01,7.62,good
86.16,5.97,8.38,excellent
81.31,5.43,1.39,bad
81.08,5.66,2.41,bad
78.85,4.85,7.32,average
89.33,5.76,2.14,average
91.63,5.0,2.92,average
80.6,5.57,8.26,excellent
84.69,6.18,9.07,good
85.34,5.89,9.5,excellent
92.96,5.68,2.05,good
86.44,5.06,4.5,average
77.62,4.54,5.46,bad
87.14,4.93,7.39,good
89.99,4.95,4.57,average
87.31,6.04,3.33,average
80.9,5.62,1.82,bad
75.65,5.57,2.31,bad
80.21,5.44,8.52,excellent
83.46,5.7,9.99,excellent
87.72,5.44,3.92,good
82.62,5.06,2.68,bad
86.01,6.43,7.15,average
80.93,5.28,5.38,average
80.1,5.25,1.25,bad
78.32,6.0,7.06,average
92.9,6.28,4.42,average
78.46,5.7,9.81,excellent
84.47,5.81,2.11,bad
80.17,5.68,5.7,good
86.69,5.24,1.75,average
79.06,6.13,9.79,good
85.27,5.05,8.85,excellent
83.97,5.61,1.32,bad
86.18,4.98,6.78,good
82.15,5.51,9.27,excellent
87.09,5.33,7.14,excellent
85.73,4.9,3.4,bad
87.89,5.59,4.11,good
86.96,6.24,2.46,bad
82.0,5.22,6.14,good
78.54,5.19,3.59,bad
82.6,4.78,7.29,average
79.96,6.15,4.2,bad
81.22,5.03,4.23,bad
80.92,5.31,2.06,bad
89.48,5.93,8.02,excellent
89.34,4.62,7.39,good
80.31,6.1,9.98,good
82.59,6.3,9.0,average
80.84,6.0,9.01,good
84.08,5.56,6.39,excellent
87.18,4.53,5.74,bad
72.35,5.65,7.14,average
80.99,4.96,8.76,good
80.06,6.51,2.85,bad
82.07,5.66,5.57,good
75.1,5.86,3.51,bad
84.21,5.32,8.29,excellent
79.48,5.59,1.54,bad
88.0,5.98,8.93,excellent
85.3,6.11,1.62,bad
85.74,6.59,2.66,bad
82.46,4.33,1.38,bad
84.99,4.35,8.13,average
79.43,5.55,5.05,average
77.63,5.8,9.51,good
86.61,6.34,6.4,average
76.86,4.93,2.05,bad
72.39,5.67,6.21,average
86.31,5.49,2.23,average
79.19,5.54,5.77,good
92.45,5.91,4.4,good
84.34,5.65,5.26,good
80.53,5.76,2.95,bad
80.44,5.7,4.07,average
81.99,5.36,8.05,excellent
88.1,5.44,8.45,excellent
89.69,5.78,8.92,excellent
86.37,4.53,9.02,good
91.3,5.78,6.94,excellent
85.54,5.75,3.11,average
81.47,5.34,7.62,good
91.15,4.91,1.77,bad
85.72,5.52,3.42,good
83.51,6.6,4.71,bad
86.02,6.63,6.12,bad
84.67,5.28,8.41,excellent
88.22,5.37,4.21,good
87.6,5.54,3.32,good
88.75,4.97,2.48,bad
82.56,5.88,6.48,good
87.72,5.24,3.23,average
80.8,5.33,1.98,bad
94.48,5.17,8.95,excellent
89.16,4.92,8.29,excellent
84.39,4.77,2.7,bad
87.09,5.04,2.36,bad
90.19,5.89,8.48,excellent
82.47,4.43,4.67,bad
85.03,5.3,8.72,excellent
84.13,6.09,9.2,good
79.85,6.27,8.02,average
89.89,5.62,6.17,excellent
92.18,5.67,5.69,excellent
75.25,6.07,3.72,bad
86.8,5.56,4.95,good
85.96,6.09,8.79,good
93.06,5.71,8.5,excellent
91.73,5.02,4.14,good
86.91,5.18,2.79,average
87.92,5.72,6.18,excellent
82.22,5.3,2.09,bad
85.83,5.54,8.94,excellent
93.18,5.5,2.91,excellent
86.39,5.44,2.78,average
85.74,4.89,8.3,good
92.78,5.84,1.84,average
84.07,5.7,6.54,good
91.46,6.18,9.2,excellent
86.12,6.03,9.51,excellent
100.69,5.7,5.81,excellent
89.55,5.29,5.34,excellent
90.08,5.48,4.17,excellent
81.19,4.09,9.07,bad
87.96,5.7,7.82,excellent
77.74,6.68,4.76,bad
90.37,5.67,6.25,excellent
87.9,5.21,6.82,excellent
77.15,4.98,2.68,bad
88.45,5.63,3.99,good
82.9,5.6,8.24,excellent
84.99,6.04,8.64,good
86.69,4.44,10.0,good
91.76,5.84,2.49,average
83.21,4.36,4.37,bad
86.99,5.65,6.65,excellent
83.13,6.15,1.76,bad
78.49,5.34,9.12,excellent
84.14,5.32,3.72,average
82.58,5.43,2.23,average
81.79,5.08,3.01,bad
83.95,5.88,7.35,good
93.36,6.09,3.06,average
81.45,5.07,8.4,good
91.08,6.3,3.54,bad
89.8,5.22,8.19,excellent
80.18,5.26,3.7,average
87.47,5.0,9.26,excellent
70.84,5.21,7.47,average
85.68,5.47,3.66,good
83.34,5.12,10.0,excellent
82.33,6.4,8.04,average
75.01,4.71,4.83,bad
76.41,4.9,5.69,bad
84.02,5.47,4.26,good
93.98,5.72,1.39,good
92.21,6.0,6.66,excellent
83.41,6.1,6.37,average
84.59,5.1,8.96,excellent
81.14,5.95,9.2,good
87.91,5.98,1.27,bad
87.35,4.9,1.84,bad
86.66,5.74,5.29,good
90.86,5.51,5.17,excellent
86.1,6.05,4.08,average
79.87,5.22,7.35,good
79.78,5.55,5.73,good
82.8,5.43,4.98,good
99.68,6.29,6.87,excellent
80.66,5.32,5.13,average
83.46,5.58,2.42,average
77.58,5.39,4.5,average
88.56,6.17,4.48,average
89.25,5.41,5.28,excellent
77.18,5.75,5.27,average
90.62,5.82,4.21,good
78.63,5.08,2.15,bad
84.06,5.59,9.58,excellent
87.27,5.58,9.24,excellent
89.85,4.36,6.62,average
86.28,6.25,8.44,good
92.1,5.01,9.11,excellent
94.26,5.97,4.23,good
79.82,5.41,9.73,excellent
85.42,5.31,5.76,good
92.57,5.78,3.87,good
82.21,6.37,2.33,bad
81.27,5.5,7.13,excellent
78.26,5.75,8.56,good
85.51,5.12,1.1,bad
88.2,5.07,7.09,good
85.35,5.57,1.84,average
78.44,5.1,3.23,bad
82.68,5.96,6.06,average
92.07,5.91,8.37,excellent
85.37,6.56,8.21,average
78.98,5.7,1.94,bad
74.9,5.56,6.47,average
82.19,5.52,8.68,excellent
84.01,5.11,4.45,average
80.78,4.52,4.23,bad
78.3,5.08,1.39,bad
75.16,5.57,3.44,bad
84.89,5.92,1.64,bad
80.03,5.39,4.96,average
71.44,6.41,9.59,bad
84.99,4.54,5.08,bad
87.27,5.6,4.88,good
80.7,5.89,9.54,excellent
79.21,5.98,7.58,average
90.11,5.38,2.97,good
85.92,4.84,5.5,average
75.47,6.37,9.16,bad
84.56,5.76,4.94,good
94.37,6.59,3.27,bad
81.36,5.12,7.65,good
85.32,5.73,1.5,bad
82.12,5.97,1.71,bad
90.49,5.57,4.46,excellent
82.18,5.54,6.23,good
85.73,4.87,5.86,average
88.24,6.0,7.5,good
83.58,4.89,9.66,good
87.68,4.83,7.31,good
86.19,5.23,5.0,good
77.77,5.68,3.89,bad
78.0,5.93,9.06,good
84.71,5.49,3.91,good
82.02,4.02,4.33,bad
89.97,5.88,8.36,excellent
81.71,6.13,4.8,bad
75.37,4.93,7.15,bad
79.94,4.96,2.76,bad
86.22,4.25,9.86,average
84.52,5.21,9.52,excellent
89.78,5.32,3.11,good
81.66,5.65,1.46,bad
83.97,6.17,7.24,average
76.97,4.83,5.81,bad
65.39,4.91,4.39,bad
99.59,5.95,6.18,excellent
78.84,5.28,5.26,average
87.5,5.95,2.58,average
82.2,5.68,5.39,good
84.35,5.39,7.88,excellent
75.71,4.72,4.81,bad
83.49,6.37,7.1,average
87.87,5.02,3.88,average
89.71,5.62,5.48,excellent
92.47,5.4,8.57,excellent
81.85,5.87,5.0,average
75.59,5.43,3.62,bad
87.76,5.37,3.66,good
88.44,5.78,4.18,good
83.83,6.1,7.25,good
95.29,6.76,2.88,bad
83.59,5.56,3.16,average
80.58,5.39,2.02,bad
84.97,5.97,1.24,bad
82.76,6.08,8.59,good
79.51,5.67,8.2,good
91.68,5.6,9.31,excellent
91.55,5.72,9.97,excellent
79.29,5.65,3.93,average
90.44,5.96,1.48,bad
85.94,5.05,4.2,average
86.43,5.77,5.79,good
82.36,5.43,4.54,good
87.2,5.62,3.43,good
78.65,5.15,9.26,good
82.98,5.27,8.35,excellent
76.97,5.85,9.39,good
87.57,5.39,2.09,average
82.63,5.41,7.73,excellent
80.51,5.25,4.72,average
88.33,5.31,3.21,good
75.4,5.97,6.53,bad
86.44,5.9,2.73,average
87.38,5.51,4.94,excellent
87.08,5.49,9.22,excellent
78.74,4.66,1.08,bad
93.76,5.59,4.89,excellent
87.33,6.08,7.73,good
82.06,6.41,6.38,bad
91.35,5.43,9.97,excellent
79.65,5.69,3.17,bad
86.34,5.55,6.79,excellent
90.53,5.36,1.13,average
82.43,5.0,8.44,good
87.21,6.05,5.44,average
83.92,6.15,2.9,bad
76.18,5.26,9.18,good
89.96,5.16,3.28,average
73.02,5.05,1.16,bad
80.26,5.33,6.46,good
92.96,5.79,1.86,average
86.13,5.8,5.7,good
81.91,5.71,8.37,excellent
89.42,5.8,3.67,good
90.98,5.52,9.41,excellent
74.22,4.85,3.84,bad
81.19,6.11,2.18,bad
84.54,3.68,2.8,bad
86.31,5.07,6.41,good
91.27,5.86,8.24,excellent
89.85,5.12,9.83,excellent
82.78,5.61,6.89,good
76.21,4.87,7.26,bad
81.49,5.62,5.67,good
88.31,5.47,8.88,excellent
85.48,6.02,3.22,bad
81.39,4.84,9.1,good
79.6,5.58,6.09,good
85.23,5.46,8.53,excellent
79.22,5.79,7.21,good
89.24,5.65,2.11,average
82.47,5.43,4.74,good
84.05,4.78,3.37,bad
85.57,6.73,5.07,bad
94.1,5.63,3.89,excellent
88.78,4.97,4.54,average
86.45,5.48,6.51,excellent
91.71,5.35,5.81,excellent
91.32,5.77,6.06,excellent
92.22,6.01,5.11,good
85.41,5.19,9.12,excellent
89.5,5.57,9.0,excellent
82.77,5.98,8.65,good
78.7,5.44,7.95,excellent
75.24,5.1,1.78,bad
83.77,4.98,6.89,good
87.46,6.11,4.05,average
83.85,5.34,6.78,good
77.88,4.78,9.08,average
84.68,5.15,4.7,average
89.19,6.41,7.51,average
90.12,5.64,4.01,good
82.04,5.54,1.36,bad
92.14,6.61,2.14,bad
92.25,5.61,6.64,excellent
90.73,5.11,1.48,average
88.22,4.69,4.48,bad
83.11,5.47,3.58,average
84.84,5.66,7.34,excellent
83.58,5.35,5.57,good
87.52,6.31,2.68,bad
85.45,5.89,4.82,average
87.51,5.02,8.48,excellent
84.18,5.3,4.22,average
83.79,5.15,8.75,excellent
74.14,6.07,7.97,average
80.9,4.87,5.35,bad
91.4,5.82,1.97,average
84.17,5.98,3.74,bad
79.49,5.77,9.77,excellent
89.07,6.01,6.47,good
80.22,6.24,5.79,bad
88.13,5.84,7.86,excellent
73.49,5.55,7.9,good
74.87,6.08,3.32,bad
88.22,5.02,8.34,excellent
83.8,4.29,8.35,bad
83.83,5.21,3.87,average
85.15,6.11,7.24,good
86.62,4.61,9.41,good
85.45,5.52,8.17,excellent
89.71,5.93,7.03,excellent
81.94,5.52,9.35,excellent
91.6,4.57,4.27,bad
88.05,4.82,8.27,good
79.66,5.8,6.47,average
88.21,4.8,5.07,average
88.61,6.19,7.41,good
83.85,5.48,7.1,excellent
82.54,5.33,1.66,bad
86.43,5.43,9.07,excellent
80.52,5.29,9.5,excellent
91.57,5.36,5.81,excellent
86.13,5.52,4.49,good
83.1,5.41,6.21,good
85.67,5.38,5.95,good
88.43,5.07,7.29,excellent
89.74,4.79,5.88,average
76.69,5.24,2.18,bad
85.19,4.99,1.84,bad
82.52,5.35,6.72,good
79.01,6.34,2.27,bad
87.7,4.71,2.45,bad
87.14,5.43,6.82,excellent
79.72,5.35,3.3,average
95.06,5.0,1.63,average
83.76,5.56,6.73,excellent
83.45,5.3,2.05,bad
74.68,5.03,8.55,average
84.16,4.66,1.54,bad
84.58,4.91,1.95,bad
98.19,5.62,2.5,excellent
85.03,5.24,2.41,average
88.13,5.44,1.61,average
89.32,5.33,3.07,good
88.86,6.03,7.62,good
86.44,4.4,4.71,bad
84.53,5.77,2.76,average
77.85,5.74,2.87,bad
88.4,4.75,8.49,good
92.27,5.3,5.3,excellent
91.24,6.06,1.96,average
86.75,5.82,3.16,average
78.66,5.66,4.9,average
88.72,5.49,6.95,excellent
87.69,6.37,3.07,bad
88.03,6.14,8.4,good
87.78,5.56,9.65,excellent
83.11,5.88,8.81,excellent
78.8,4.5,3.05,bad
78.22,6.13,4.18,bad
88.45,5.59,7.61,excellent
88.46,5.3,4.28,good
86.34,6.15,3.8,bad
82.57,5.35,7.84,excellent
80.37,5.14,2.12,bad
83.49,6.07,7.61,good
92.03,5.76,8.24,excellent
94.38,4.57,8.16,good
77.06,5.11,3.56,bad
84.8,4.8,4.83,bad
90.19,6.02,8.35,excellent
91.89,6.14,5.49,good
86.62,4.91,3.24,bad
87.69,5.11,2.91,average
85.23,5.87,8.32,excellent
79.69,5.07,7.7,good
89.97,6.06,3.74,average
83.35,5.27,9.56,excellent
84.52,5.72,5.01,good
97.49,5.26,2.77,good
89.67,6.17,9.52,excellent
88.01,5.55,8.1,excellent
84.78,5.48,8.86,excellent
86.21,5.71,6.88,excellent
79.82,5.14,9.62,excellent
78.06,5.52,6.21,good
81.96,6.23,3.38,bad
87.61,5.67,6.08,excellent
84.0,6.07,5.92,average
82.6,5.96,3.15,bad
87.48,6.59,9.44,good
90.94,5.75,4.66,good
78.21,4.81,1.53,bad
81.73,5.82,5.92,average
95.07,5.76,2.51,good
84.63,4.63,2.11,bad
86.0,5.28,7.57,excellent
97.93,5.26,2.04,good
86.69,6.27,9.77,good
80.49,5.71,7.38,good
81.88,6.22,4.67,bad
93.72,5.0,5.47,good
85.54,4.81,3.91,bad
85.52,4.23,1.9,bad
82.42,5.9,4.29,average
81.73,5.9,6.13,average
82.71,4.93,1.95,bad
80.23,5.12,8.54,good
80.67,4.85,5.5,bad
92.01,5.29,1.31,average
77.92,5.75,5.64,average
84.9,6.29,6.01,average
83.67,5.62,6.16,good
80.75,6.27,7.49,average
86.49,5.17,6.18,good
84.15,5.55,3.2,average
83.38,5.65,4.08,average
86.41,6.91,5.63,bad
86.24,4.87,7.68,good
84.43,5.61,2.78,average
83.66,5.67,8.76,excellent
83.89,5.59,5.28,good
84.8,4.55,1.78,bad
96.2,5.92,6.38,excellent
89.88,5.14,5.12,good
79.87,6.85,7.9,bad
85.8,5.54,5.64,excellent
91.95,4.92,1.04,bad
75.62,4.24,4.36,bad
82.64,5.33,9.63,excellent
83.41,5.12,7.59,good
82.04,5.69,3.34,average
75.25,5.5,9.47,excellent
88.65,5.52,5.29,excellent
84.71,6.26,4.58,bad
90.24,5.2,2.21,average
87.12,5.35,6.35,excellent
