temp,humidity,aroma,color,quality
30.76,58.84,1712,112,Excellent
21.52,61.69,413,141,Average
26.37,85.11,499,186,Bad
37.26,46.46,508,162,Bad
28.06,51.77,1520,140,Excellent
31.72,80.39,1643,131,Good
34.44,85.29,1239,98,Average
24.51,70.07,1650,73,Average
31.63,70.6,1455,152,Good
39.11,52.38,634,193,Bad
30.76,43.84,1391,91,Good
39.78,77.14,1982,90,Average
31.68,88.43,1850,70,Average
35.19,48.01,864,131,Average
39.59,61.59,853,59,Average
21.01,49.28,1507,197,Bad
21.33,80.1,535,63,Bad
30.07,53.29,1889,189,Good
30.29,62.51,888,165,Good
23.11,79.85,1371,94,Average
25.63,82.61,1217,158,Average
38.61,50.03,1490,179,Average
22.4,89.78,243,89,Bad
29.13,60.94,684,139,Good
28.29,88.24,299,162,Bad
20.33,72.19,490,73,Bad
27.09,44.06,536,187,Bad
21.11,58.78,1263,161,Average
36.25,62.18,1802,111,Good
36.56,47.06,1620,60,Bad
30.96,82.03,970,151,Average
24.78,57.0,1883,80,Good
39.85,51.19,626,164,Bad
38.6,64.56,1148,188,Average
26.17,83.88,1941,155,Average
26.07,59.09,1385,55,Good
28.34,74.71,620,185,Average
31.83,82.52,982,199,Average
21.1,43.91,803,164,Bad
27.42,89.49,247,94,Average
21.4,74.65,221,50,Bad
20.37,58.09,1145,194,Average
22.71,54.32,948,125,Good
21.14,52.57,649,156,Bad
31.5,51.73,454,62,Average
27.03,87.26,1005,169,Average
29.59,54.27,341,158,Average
32.3,65.54,1649,153,Average
22.65,82.59,333,58,Bad
28.2,69.83,1383,166,Good
39.29,88.82,470,176,Bad
28.37,58.43,822,191,Good
39.19,50.51,475,60,Bad
26.67,74.48,253,70,Average
35.22,49.24,1586,103,Average
20.74,62.96,1907,71,Average
36.32,75.73,463,194,Bad
20.89,75.26,1455,155,Bad
21.27,46.33,1208,191,Bad
30.56,85.69,1680,102,Good
36.36,62.55,1409,189,Average
39.48,43.52,610,139,Bad
37.38,83.81,569,102,Bad
37.0,58.19,920,139,Good
31.42,77.88,1987,120,Good
29.44,50.58,794,82,Good
30.97,62.34,1991,107,Excellent
36.33,64.51,643,119,Average
24.12,45.55,1212,108,Average
22.27,63.39,1290,175,Average
21.83,42.22,440,103,Bad
28.5,69.25,1545,55,Good
22.89,84.73,322,65,Bad
22.04,81.24,671,123,Bad
25.44,46.72,1424,62,Average
23.35,61.94,265,95,Average
22.09,66.17,360,93,Average
31.92,54.93,645,168,Average
36.85,67.37,679,185,Bad
35.52,57.37,1018,143,Good
31.28,61.59,1465,92,Excellent
38.18,83.1,547,188,Bad
37.93,55.68,1918,84,Good
32.2,48.02,1063,161,Bad
24.45,74.68,1245,137,Good
38.09,82.61,1549,82,Average
27.45,51.24,1825,128,Excellent
23.88,59.41,1349,86,Good
37.05,82.77,1610,163,Bad
21.64,80.9,1622,197,Bad
29.04,41.86,287,170,Bad
35.15,58.1,1690,173,Average
30.56,65.8,1215,69,Good
32.04,87.78,1026,128,Average
31.29,86.59,676,188,Bad
39.22,87.44,1277,89,Average
28.75,84.96,1116,51,Average
22.53,84.4,1739,197,Bad
23.62,76.19,741,90,Bad
33.74,49.36,1891,104,Average
38.69,74.01,1036,112,Good
36.95,55.11,1365,87,Good
21.41,89.57,1106,143,Average
28.26,82.14,1505,180,Average
24.37,45.8,1861,71,Bad
21.86,76.75,554,141,Bad
39.29,42.32,368,62,Bad
21.2,71.58,723,123,Average
30.92,88.71,398,126,Average
26.02,45.51,1705,171,Average
24.96,85.88,1483,79,Bad
37.91,83.93,1488,118,Average
35.96,44.34,593,57,Bad
30.87,69.97,719,91,Good
23.27,69.02,1314,186,Average
26.16,84.97,1354,112,Good
29.45,82.48,1722,187,Average
29.13,74.79,336,190,Average
28.43,74.24,1363,198,Good
33.67,88.85,1124,153,Bad
33.84,65.45,564,56,Bad
23.39,60.17,1276,97,Good
35.87,80.69,621,127,Bad
38.66,73.53,1502,150,Good
24.03,70.65,1651,171,Average
34.17,82.65,362,162,Bad
30.67,57.18,676,150,Good
24.12,82.73,1658,158,Bad
25.27,52.73,1293,154,Good
29.32,63.17,291,146,Good
28.0,88.17,1604,110,Good
35.01,53.94,593,108,Average
25.28,88.31,963,175,Average
22.24,87.63,593,112,Bad
26.86,79.87,1835,118,Good
38.15,63.63,1740,96,Good
35.99,72.58,1545,57,Average
34.68,88.49,1394,112,Average
25.4,72.32,1686,117,Excellent
29.2,79.14,1852,169,Average
26.02,57.89,202,79,Average
26.46,76.38,510,197,Bad
37.6,69.19,1427,55,Average
26.99,46.33,871,187,Average
28.25,76.34,1166,192,Average
33.66,60.64,1110,110,Good
24.88,48.34,1259,88,Average
31.77,65.68,615,52,Average
34.37,46.8,1214,83,Average
33.54,45.02,1660,149,Average
21.13,66.4,1039,134,Good
26.24,48.54,364,65,Bad
23.4,52.28,1035,151,Average
35.65,47.02,1029,157,Bad
29.26,68.81,278,107,Good
38.65,54.83,666,177,Bad
29.64,66.77,1039,173,Good
26.74,87.71,1570,105,Good
35.49,85.01,1921,106,Average
37.43,60.96,305,155,Bad
21.35,64.6,582,190,Bad
35.23,73.68,1578,64,Average
23.28,75.92,945,64,Bad
39.29,44.95,1101,64,Bad
32.07,89.53,1075,96,Average
32.46,55.07,929,182,Average
29.62,49.93,758,199,Bad
25.54,43.08,362,190,Bad
33.6,52.3,1318,199,Average
27.0,50.93,1451,139,Excellent
20.32,78.1,1048,190,Bad
36.87,43.85,691,93,Bad
34.27,65.79,1311,155,Average
23.4,57.48,1223,96,Good
39.22,80.98,1860,122,Average
33.13,53.9,313,86,Average
25.43,66.63,1570,155,Good
31.32,82.55,1171,112,Good
38.86,43.57,1475,70,Bad
30.93,58.65,660,90,Good
26.86,83.95,1891,126,Good
31.86,85.74,1654,148,Good
23.63,67.87,664,79,Bad
39.86,54.66,1865,126,Good
37.41,62.17,369,76,Bad
26.42,61.59,507,164,Average
26.09,67.96,1879,91,Excellent
27.09,42.77,238,97,Average
35.13,41.17,1682,152,Bad
28.99,72.47,1775,178,Good
31.85,44.93,1675,109,Good
37.36,55.89,869,105,Good
33.74,58.07,831,190,Average
30.73,68.76,374,50,Average
37.46,40.74,520,199,Bad
30.7,50.07,1902,166,Good
39.05,70.76,219,166,Bad
28.74,50.48,818,128,Excellent
25.37,57.62,1063,69,Good
33.87,78.35,304,67,Bad
39.49,88.78,1796,171,Bad
22.4,78.22,1511,161,Bad
20.56,85.86,1232,110,Average
32.21,58.62,1041,124,Good
32.09,42.71,816,137,Average
39.05,65.29,275,148,Average
38.78,51.38,567,62,Bad
29.48,50.92,1865,174,Good
26.54,51.45,1069,92,Excellent
39.96,42.53,764,121,Bad
37.91,86.57,1932,124,Average
22.17,71.33,1880,136,Good
27.34,67.92,1882,108,Excellent
33.15,81.58,1822,82,Average
20.77,79.13,1626,68,Bad
22.73,64.93,677,79,Bad
39.43,53.16,1210,157,Average
28.76,63.24,1270,51,Good
35.15,70.68,1915,195,Average
38.18,58.38,1103,106,Good
36.51,67.07,883,52,Average
24.8,68.99,1217,195,Average
24.52,84.61,1831,165,Bad
33.08,54.19,604,181,Bad
24.7,86.8,1905,189,Bad
26.45,64.82,879,150,Excellent
26.8,89.71,1602,63,Average
22.54,89.64,951,89,Average
38.09,57.88,1392,136,Good
33.35,63.86,312,85,Average
33.18,80.17,1621,72,Bad
31.56,74.6,340,114,Good
34.31,45.07,1091,146,Average
32.26,77.06,940,76,Bad
36.78,41.6,941,149,Average
21.53,66.23,1467,97,Good
22.39,61.13,642,199,Bad
31.09,84.68,1703,194,Average
31.73,77.69,465,175,Bad
38.67,53.3,473,116,Average
32.01,75.87,288,186,Bad
36.04,64.42,555,183,Bad
24.34,62.67,675,51,Bad
31.75,40.44,618,168,Bad
29.22,88.78,1021,170,Average
35.23,44.1,1920,199,Bad
35.15,43.35,637,67,Bad
33.72,73.04,1289,150,Good
23.67,45.37,270,189,Bad
22.43,69.67,1171,121,Good
32.07,78.95,1978,79,Bad
38.66,64.62,960,165,Average
39.43,59.85,1996,132,Good
32.36,41.72,1050,113,Average
23.72,42.98,357,70,Bad
37.47,43.57,1053,160,Bad
27.85,56.34,1187,109,Excellent
36.06,63.53,206,176,Bad
28.43,87.84,1248,82,Good
27.7,59.13,576,137,Good
26.61,48.71,808,116,Good
27.64,67.65,741,134,Good
33.65,62.28,519,92,Average
33.45,50.26,1518,175,Average
33.38,76.06,1339,155,Bad
21.74,87.51,1591,53,Bad
34.63,73.69,1748,144,Good
29.37,43.32,339,159,Bad
29.53,74.25,586,109,Good
26.43,74.5,1518,148,Excellent
37.61,75.35,973,193,Bad
20.82,63.54,1777,102,Good
25.2,88.45,1271,92,Good
32.74,45.98,1741,92,Average
26.9,77.03,1485,131,Good
33.83,50.96,590,57,Bad
27.5,42.39,1898,199,Average
23.88,68.45,1847,178,Average
32.19,83.2,1134,95,Average
21.04,59.2,389,63,Bad
28.03,66.84,1828,128,Excellent
32.34,61.21,1585,195,Average
23.27,73.49,1569,176,Average
39.28,68.59,849,95,Good
26.49,70.06,624,135,Good
26.63,72.58,441,95,Good
31.33,76.5,1065,129,Good
25.44,72.37,468,187,Average
32.28,42.72,1263,99,Average
20.73,46.77,728,106,Bad
30.12,54.28,1709,146,Excellent
26.43,45.8,1259,198,Average
23.33,69.75,1637,140,Good
24.64,45.84,1459,84,Average
29.48,77.32,1541,138,Good
37.04,71.27,1752,198,Average
38.14,67.15,574,187,Bad
26.57,53.48,1967,95,Excellent
30.32,78.86,1640,116,Good
26.78,56.57,1460,179,Good
31.44,51.56,1156,134,Excellent
31.24,71.43,1140,127,Excellent
27.01,42.98,1421,181,Average
32.49,41.76,1365,166,Bad
25.52,69.18,527,176,Average
24.05,40.25,953,196,Bad
31.28,41.49,999,179,Average
30.08,87.31,631,89,Average
23.67,61.33,289,140,Average
30.99,80.34,1032,182,Average
20.96,50.1,601,152,Bad
29.82,43.05,1441,181,Average
39.23,54.45,525,163,Bad
39.57,50.69,1940,75,Average
22.84,58.93,378,79,Bad
34.57,46.72,831,115,Average
30.28,71.17,399,80,Good
24.76,71.76,579,131,Average
38.79,79.87,1659,183,Bad
38.98,53.13,515,59,Bad
25.4,59.9,1480,168,Good
37.13,50.3,955,159,Average
23.47,40.54,999,187,Bad
25.24,47.55,1862,103,Good
24.49,76.79,944,99,Average
34.03,65.13,581,62,Bad
20.1,47.84,957,115,Average
37.76,54.25,277,162,Bad
34.98,89.46,1867,191,Bad
35.99,81.69,783,171,Bad
37.37,64.48,220,113,Average
26.62,40.77,1913,178,Average
36.79,75.93,1446,81,Average
21.19,49.76,1454,85,Average
32.79,86.38,1207,108,Average
28.64,47.98,1703,167,Average
30.94,42.33,905,92,Good
28.22,46.38,1752,164,Average
27.26,59.01,1160,57,Good
34.43,44.85,1588,144,Average
24.81,75.02,405,171,Bad
32.32,81.46,1446,162,Bad
37.0,58.92,762,76,Bad
26.38,42.83,1564,145,Good
30.37,74.08,1139,167,Good
27.87,46.76,714,129,Average
37.27,75.87,1100,85,Average
37.95,84.78,820,66,Bad
31.67,73.9,823,137,Excellent
23.78,42.02,1196,80,Average
22.89,80.16,325,92,Bad
25.84,41.75,336,83,Average
30.32,67.22,1004,68,Good
37.34,49.37,747,195,Bad
22.66,67.93,1125,159,Average
25.37,70.32,350,112,Good
20.6,88.32,516,99,Bad
20.24,47.26,908,159,Bad
33.09,81.41,422,52,Bad
22.24,58.94,1800,79,Average
33.42,72.93,422,57,Bad
37.12,84.65,786,181,Bad
36.24,85.5,1888,146,Average
30.32,70.24,746,171,Average
30.17,48.88,838,65,Average
34.54,89.91,1671,129,Average
31.29,57.91,1184,105,Excellent
37.17,77.36,962,52,Bad
33.39,49.64,1723,150,Average
31.34,59.35,1951,124,Excellent
24.25,69.56,1632,92,Good
37.88,52.84,739,131,Average
26.59,62.0,320,134,Good
24.27,74.54,1031,192,Average
36.99,78.02,684,177,Bad
24.11,43.41,278,154,Bad
26.03,46.14,1705,176,Average
37.77,45.58,501,90,Bad
38.66,77.12,1856,96,Average
34.12,46.72,1091,195,Bad
29.31,74.09,597,198,Average
38.29,77.68,747,60,Bad
30.51,73.87,819,104,Excellent
21.43,80.13,454,155,Bad
39.77,46.53,1504,141,Average
22.49,86.1,324,88,Bad
39.27,45.14,719,94,Bad
33.05,49.75,619,198,Bad
38.42,73.11,1504,150,Good
36.91,49.78,1276,110,Average
27.46,55.19,811,60,Good
27.25,84.35,1877,162,Average
21.34,73.54,1061,60,Average
35.42,76.52,465,152,Bad
23.84,48.09,1914,139,Average
20.39,64.14,1095,64,Average
20.4,81.48,306,165,Bad
26.37,55.87,263,78,Average
34.07,82.11,817,95,Average
28.04,79.54,1333,123,Good
22.11,66.9,1045,187,Average
32.48,58.04,893,102,Good
23.54,82.17,1838,60,Bad
20.93,49.39,1268,150,Average
30.62,60.01,1139,118,Excellent
24.36,62.73,253,119,Average
35.81,46.16,400,55,Bad
30.69,57.07,1930,191,Good
39.15,85.2,809,158,Bad
34.75,41.83,1594,94,Average
29.36,86.11,1020,74,Average
30.22,61.29,998,157,Good
32.53,76.99,568,195,Bad
35.51,41.85,308,117,Bad
25.49,61.95,767,104,Good
21.55,46.53,1567,51,Bad
24.33,84.85,853,142,Average
37.87,76.39,1878,123,Average
22.27,65.23,1282,62,Average
23.23,65.05,1650,114,Good
33.67,88.79,1673,120,Average
27.89,85.32,617,183,Bad
26.67,55.91,1560,62,Good
23.08,69.56,1415,68,Average
27.66,87.04,1703,68,Average
38.24,84.99,938,144,Average
25.87,56.19,957,132,Excellent
33.96,42.22,204,50,Bad
31.95,81.46,423,78,Bad
35.52,50.0,326,83,Average
29.21,42.18,1352,197,Average
30.02,85.19,1945,147,Good
31.35,70.5,395,178,Average
32.25,49.77,1710,58,Bad
26.8,67.0,650,62,Average
31.65,44.66,1744,66,Average
34.05,83.54,1618,86,Average
20.58,70.69,1070,167,Average
35.65,76.18,771,180,Bad
20.9,42.63,674,135,Bad
29.0,89.79,1090,113,Good
35.88,61.72,968,186,Average
31.92,40.33,820,130,Good
24.46,67.11,258,120,Average
21.58,41.48,1415,164,Bad
35.66,58.63,1977,169,Average
29.27,66.21,487,80,Good
23.7,82.21,792,68,Bad
22.41,87.57,620,161,Bad
20.97,82.7,1295,145,Average
24.41,52.87,234,151,Bad
30.4,72.71,1617,86,Excellent
22.62,66.06,314,131,Average
35.89,82.21,1268,151,Bad
31.03,54.85,781,72,Average
31.37,75.15,1014,191,Average
33.25,40.1,1955,86,Average
35.35,45.76,758,103,Bad
28.37,81.38,1058,158,Average
26.69,45.21,1438,141,Good
21.29,46.76,1343,119,Average
32.4,40.56,686,98,Bad
31.38,73.78,1311,93,Excellent
27.94,46.79,1954,192,Average
30.55,69.92,1531,65,Good
21.43,55.19,937,108,Good
28.89,73.29,414,164,Average
27.58,66.26,1951,148,Excellent
28.65,66.78,1519,194,Good
29.46,65.29,1192,82,Excellent
32.79,66.25,620,87,Average
27.96,50.31,1332,112,Excellent
31.1,40.44,1192,65,Average
35.32,78.28,1700,86,Average
38.32,56.57,1320,63,Average
31.39,85.4,1214,89,Good
30.09,71.22,1234,183,Good
31.25,81.39,388,157,Bad
26.36,50.26,231,141,Good
26.81,63.57,1597,124,Excellent
38.1,51.83,1845,192,Average
27.85,80.68,308,112,Average
24.34,59.77,467,103,Average
23.48,43.0,1537,91,Average
23.99,84.16,1000,108,Average
34.32,55.61,536,78,Bad
23.85,82.61,1317,160,Bad
31.43,78.28,667,63,Bad
25.51,56.86,785,164,Average
30.3,54.3,1832,64,Good
36.07,81.74,1989,118,Average
28.32,68.66,1408,161,Good
20.66,78.17,1083,150,Average
38.73,64.7,722,162,Bad
21.15,47.95,572,129,Bad
25.54,67.38,1533,114,Excellent
36.02,57.26,773,141,Average
27.33,81.15,542,196,Bad
34.1,65.38,1890,157,Average
24.25,70.56,1389,61,Average
20.31,52.05,1289,176,Average
30.78,58.84,1163,99,Excellent
37.04,72.92,335,157,Bad
34.65,53.56,753,97,Average
33.26,56.1,250,195,Bad
22.57,72.93,360,157,Bad
21.79,76.49,1211,112,Average
21.29,84.72,1511,151,Bad
21.4,82.8,594,191,Bad
23.53,62.28,1997,124,Good
32.83,82.05,631,148,Bad
34.66,50.07,1368,152,Average
31.74,61.77,1010,182,Good
39.35,70.42,1950,156,Average
25.13,59.98,975,84,Excellent
38.0,77.11,531,102,Bad
22.82,43.2,1272,61,Bad
23.55,88.06,317,150,Bad
30.45,81.05,1674,105,Good
34.91,41.14,648,132,Bad
26.78,74.86,1538,114,Excellent
30.44,61.6,1742,100,Excellent
38.72,73.24,589,181,Bad
30.26,44.11,878,69,Average
21.39,44.59,840,56,Bad
32.75,89.45,1502,55,Bad
23.17,48.92,1188,155,Bad
33.9,68.69,624,141,Average
30.73,56.15,745,193,Average
24.74,88.87,425,169,Bad
35.13,51.53,840,124,Good
20.51,80.02,1961,107,Average
23.11,68.16,1312,125,Good
22.84,51.44,734,66,Bad
31.64,82.97,427,197,Bad
26.04,67.59,327,89,Good
39.18,80.61,1833,191,Bad
25.94,63.07,747,194,Average
25.12,56.64,1032,164,Good
26.58,72.2,1554,95,Excellent
20.58,74.62,537,155,Bad
35.76,62.24,1494,51,Average
37.42,46.05,1412,141,Average
39.05,62.6,1151,173,Average
37.23,50.82,721,136,Average
21.1,41.04,367,177,Bad
33.47,60.78,1492,73,Average
29.73,84.73,668,70,Bad
25.73,48.19,637,194,Bad
27.05,62.48,326,153,Average
30.79,45.57,1538,171,Average
21.26,48.69,1517,139,Average
33.38,83.71,1359,55,Bad
30.45,64.48,1976,146,Excellent
24.27,74.64,580,72,Bad
29.7,58.5,1804,185,Good
22.49,68.7,877,152,Average
22.65,56.23,1264,116,Good
26.03,42.79,1283,197,Average
37.53,81.66,1462,84,Average
39.62,64.84,1662,57,Average
24.27,77.25,1565,133,Average
34.75,78.47,286,177,Bad
28.26,40.11,1292,133,Good
30.95,82.89,1540,72,Average
29.74,47.97,1218,153,Average
37.38,79.9,1284,178,Bad
36.97,82.7,1497,100,Average
32.28,88.23,1050,165,Bad
36.89,64.95,565,114,Average
34.53,64.12,1026,86,Good
21.37,62.75,793,88,Average
37.76,72.18,502,69,Bad
22.84,56.32,205,149,Average
30.64,77.89,1557,91,Good
24.29,59.93,476,66,Bad
36.25,90.0,646,87,Bad
32.32,77.07,377,78,Bad
30.27,59.43,1720,155,Good
35.03,48.91,684,90,Bad
31.57,48.02,1140,119,Good
32.67,60.15,1762,112,Good
37.71,76.71,1275,197,Bad
22.75,47.86,407,157,Bad
32.24,55.04,1244,99,Good
36.5,84.9,769,67,Bad
38.06,59.95,1135,159,Average
21.5,86.28,292,59,Bad
30.62,43.0,1453,169,Average
26.04,74.69,1141,84,Excellent
30.78,68.7,1209,187,Good
36.68,49.25,1989,67,Bad
25.23,72.54,620,72,Average
20.42,59.51,1497,103,Good
31.39,85.86,980,113,Good
36.32,63.61,1538,104,Good
28.07,53.23,1484,115,Excellent
21.98,50.99,944,85,Good
26.76,76.43,1846,188,Average
29.21,55.91,1125,154,Good
36.34,60.1,1383,71,Average
38.12,41.65,551,66,Bad
32.82,84.22,617,166,Bad
33.4,67.26,490,88,Average
25.67,83.79,1459,169,Average
22.34,61.3,1621,179,Average
33.65,79.62,271,143,Bad
37.8,55.57,1662,100,Good
29.51,68.57,231,164,Average
35.32,62.46,917,102,Good
39.65,51.21,1669,122,Good
36.73,61.76,342,141,Average
29.36,81.49,1893,113,Good
26.24,47.72,1047,168,Average
33.44,76.84,593,97,Bad
22.67,66.61,1174,162,Average
23.25,76.49,284,117,Bad
23.99,87.61,928,151,Bad
21.38,84.06,1067,183,Bad
36.99,66.77,371,82,Average
34.41,66.23,1799,191,Average
26.18,48.48,1779,146,Good
22.84,74.1,1927,93,Good
28.08,67.95,210,193,Average
25.72,50.09,1055,78,Good
31.95,44.93,1507,165,Average
32.01,49.67,1558,71,Bad
34.66,87.53,1073,187,Bad
33.44,88.59,1510,125,Average
25.6,42.92,1706,75,Average
23.76,44.03,1986,93,Average
34.17,82.21,1479,191,Bad
33.42,78.4,693,113,Bad
25.1,89.3,1270,66,Average
35.23,43.68,1062,172,Bad
27.59,71.28,422,169,Average
37.82,84.37,331,95,Bad
24.03,53.42,909,134,Good
35.98,84.85,345,138,Bad
31.17,71.67,929,157,Good
25.05,61.53,1106,97,Excellent
34.23,54.41,1115,58,Average
21.21,45.38,792,197,Bad
39.03,74.68,1758,69,Average
34.24,82.68,1035,62,Bad
39.27,57.39,1993,108,Good
37.62,79.45,1078,132,Average
25.54,81.92,1052,97,Good
22.41,57.82,1535,154,Average
21.29,68.43,400,62,Bad
23.64,78.19,1731,101,Average
31.96,70.7,1987,52,Good
24.18,55.62,1503,58,Average
24.97,43.05,1056,180,Bad
27.09,40.22,1562,150,Good
38.95,79.65,1523,129,Average
37.28,83.33,1029,124,Average
35.22,72.08,1623,99,Good
21.26,65.5,970,112,Good
25.8,82.55,945,124,Good
26.05,83.35,1652,89,Good
21.53,87.21,542,164,Bad
27.5,70.44,1163,199,Good
29.59,50.18,459,75,Average
36.89,68.64,1737,85,Good
27.6,82.89,1365,51,Average
20.13,88.04,1800,145,Average
29.26,43.16,1163,158,Average
33.03,50.91,546,93,Average
21.58,68.33,619,158,Bad
35.74,48.58,1539,96,Average
33.58,87.79,1705,152,Bad
39.55,47.49,1702,196,Bad
21.13,56.27,856,111,Good
23.32,44.02,806,68,Bad
33.11,71.3,1986,159,Average
22.28,77.36,1213,184,Bad
30.25,59.54,491,150,Good
39.22,80.82,600,164,Bad
32.84,67.36,329,196,Bad
24.91,79.43,1704,75,Bad
28.79,64.16,505,96,Good
32.37,58.2,1721,71,Average
22.42,88.12,275,171,Bad
35.51,85.6,1205,75,Bad
26.75,70.64,1379,105,Excellent
21.49,45.4,985,164,Bad
20.84,67.51,492,98,Average
24.55,89.31,1521,169,Bad
21.56,40.61,1526,145,Average
36.56,50.65,511,54,Bad
38.84,89.32,1516,163,Bad
22.87,85.06,1521,137,Average
28.34,87.07,1907,130,Good
25.74,75.19,548,194,Bad
24.91,56.9,1026,138,Good
22.5,56.07,1513,140,Good
36.49,83.87,502,187,Bad
27.23,79.84,930,104,Good
30.55,56.7,410,117,Good
28.98,46.22,996,171,Average
20.67,84.95,590,58,Bad
24.16,47.55,1235,133,Average
23.75,74.93,711,120,Average
36.93,86.37,609,142,Bad
33.9,48.15,1891,137,Average
25.39,67.97,1583,66,Good
26.62,71.74,988,136,Excellent
27.1,80.44,1589,157,Average
22.51,62.9,1036,99,Good
39.15,64.47,1043,90,Good
30.88,64.89,728,155,Average
40.0,50.97,1295,68,Average
23.32,43.46,706,179,Bad
26.61,65.16,1345,102,Excellent
20.94,43.72,300,189,Bad
24.38,83.39,1827,151,Bad
36.78,52.75,1534,113,Good
29.93,45.8,479,164,Bad
27.5,76.59,418,63,Bad
31.94,48.14,1167,65,Average
39.82,77.1,938,84,Average
23.88,62.51,1182,121,Good
20.64,42.6,712,185,Bad
21.04,70.07,1279,115,Good
22.1,89.41,201,51,Bad
29.95,55.5,612,137,Good
29.13,78.41,674,150,Average
35.41,60.91,635,155,Bad
32.75,71.66,1030,133,Good
20.27,78.45,1580,128,Average
35.69,54.78,1249,177,Average
27.62,65.31,1817,156,Good
24.6,88.2,1039,75,Bad
20.11,56.97,1854,115,Good
29.45,77.35,1042,165,Average
37.79,86.99,1331,144,Average
38.89,75.33,1567,76,Bad
36.38,64.83,838,77,Average
20.44,71.62,548,146,Average
37.56,50.21,1841,151,Average
21.87,89.99,1334,183,Bad
38.98,48.56,719,160,Bad
25.23,40.64,1955,89,Good
23.36,76.36,873,162,Bad
36.11,73.56,1791,156,Average
35.68,83.39,1966,104,Average
30.4,41.48,1726,164,Average
35.71,88.7,1922,184,Bad
20.64,68.23,1995,106,Good
28.17,49.89,1128,150,Good
34.96,74.62,1467,198,Average
22.35,72.64,348,187,Bad
28.96,47.34,428,167,Bad
34.18,56.38,1599,59,Average
28.8,63.3,282,102,Good
37.68,59.81,686,80,Average
38.55,65.69,1209,193,Average
38.14,68.08,1878,67,Average
37.15,68.97,1604,184,Average
36.28,85.6,857,82,Average
20.06,53.0,1170,167,Average
23.83,75.81,1794,119,Average
31.54,64.34,366,62,Average
32.37,80.08,1042,150,Average
22.85,86.68,1190,118,Average
36.12,69.96,1899,191,Average
30.97,72.14,1313,81,Excellent
37.74,49.3,1674,97,Average
20.12,62.43,1700,179,Average
28.34,64.88,574,167,Average
33.86,65.95,419,72,Bad
24.66,45.81,1959,93,Average
32.16,88.18,808,108,Average
39.23,47.08,1855,147,Average
23.74,56.22,890,187,Average
30.6,46.3,517,111,Average
34.81,86.65,829,79,Bad
22.59,57.5,1423,61,Average
25.88,64.72,753,76,Average
31.54,75.59,389,154,Bad
36.35,61.95,1790,90,Good
24.05,79.87,1869,190,Bad
33.99,86.31,911,132,Average
37.11,84.48,1303,173,Bad
27.45,49.06,632,126,Average
33.2,56.26,1152,136,Good
24.9,65.06,1427,141,Good
37.84,66.35,1281,67,Average
23.92,87.01,717,155,Bad
25.71,48.86,1710,174,Average
24.73,88.81,1424,92,Average
33.34,86.06,709,79,Bad
23.58,68.56,1984,58,Average
25.64,80.42,1704,169,Average
32.65,58.03,276,64,Bad
25.74,54.02,1778,69,Good
21.19,75.14,1789,148,Average
35.83,69.8,596,90,Average
39.74,52.73,202,135,Average
23.91,58.81,321,124,Average
24.27,85.67,1387,154,Bad
31.12,62.57,299,96,Good
20.76,74.66,443,162,Bad
23.81,89.5,1481,141,Average
34.51,82.56,874,153,Bad
36.65,47.72,1324,97,Average
30.27,57.88,307,168,Average
30.04,48.82,556,78,Bad
21.96,89.64,868,72,Bad
39.16,54.91,1348,148,Good
30.16,83.01,805,150,Good
38.06,51.72,286,148,Average
22.23,51.4,402,62,Bad
38.9,74.0,317,103,Average
23.16,56.91,447,135,Average
27.18,76.84,1037,107,Good
21.78,74.67,1988,51,Average
28.26,44.72,998,176,Average
36.31,87.76,1427,62,Bad
34.42,69.81,1061,195,Average
30.89,52.49,1882,143,Excellent
32.15,78.04,719,191,Bad
33.12,43.19,313,135,Bad
32.9,85.04,1640,102,Average
29.53,88.05,1833,63,Average
22.14,43.01,255,65,Bad
38.22,70.86,1165,74,Average
28.63,55.56,652,127,Good
33.68,73.19,1131,128,Good
20.43,74.97,1146,192,Average
36.52,56.78,1075,56,Average
21.48,46.38,266,161,Bad
31.86,46.25,570,81,Average
28.93,67.72,861,179,Good
22.14,71.38,952,199,Average
27.24,81.87,511,127,Average
25.38,62.24,1639,138,Excellent
33.37,44.35,1296,94,Average
37.07,73.53,939,189,Average
29.01,48.86,473,107,Average
37.96,84.01,1964,187,Bad
39.9,79.93,812,124,Average
36.16,88.8,1552,164,Bad
34.86,72.96,256,139,Average
34.1,76.84,356,74,Bad
39.7,76.24,1012,86,Average
26.59,60.67,461,172,Average
21.08,84.97,1952,111,Average
37.3,40.4,1965,95,Average
36.31,43.54,1991,130,Average
22.66,49.43,1518,83,Average
31.12,42.55,1524,182,Average
25.71,51.63,1539,74,Good
27.08,40.92,974,193,Average
39.01,71.22,1132,181,Average
24.59,74.75,256,99,Average
36.98,40.99,1317,174,Bad
38.44,58.86,1810,92,Good
27.25,50.77,513,119,Good
22.43,68.51,1949,157,Average
25.21,60.45,1275,160,Good
34.74,41.55,1698,144,Average
22.16,49.23,791,130,Bad
21.65,62.23,1326,133,Good
35.57,47.85,1573,195,Bad
23.13,86.58,600,120,Bad
24.77,86.95,1333,176,Bad
25.97,52.31,1303,171,Good
38.32,76.28,1289,186,Bad
39.57,76.49,1606,177,Bad
27.28,48.65,725,54,Bad
31.16,56.38,357,111,Good
30.33,60.76,1633,90,Excellent
